Search__ID,Source_Search_Type,Search_Type,PMID,PUB_YEAR,PROJECT_NUMBER,FY_Start,FY_Last,APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Activity_Code,Institute_Code,Acronym_institute_name,full_institute_name,Compressed Names,Project_Count,Grant_Type_Name
abiraterone acetate,Drug,Drug,25311217.0,2014.0,P50CA097186,2002.0,2020.0,2014.0,2014P50CA097186,2432258.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Drug,24799061.0,2014.0,P50CA097186,2002.0,2020.0,2014.0,2014P50CA097186,2432258.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Drug,24449822.0,2014.0,P50CA097186,2002.0,2020.0,2014.0,2014P50CA097186,2432258.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Drug,24323034.0,2014.0,P50CA097186,2002.0,2020.0,2014.0,2014P50CA097186,2432258.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
abiraterone acetate,Drug,Drug,25018037.0,2015.0,P50CA097186,2002.0,2020.0,2015.0,2015P50CA097186,2452287.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Drug,25320358.0,2015.0,P50CA097186,2002.0,2020.0,2015.0,2015P50CA097186,2452287.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
abiraterone acetate,Drug,Drug,19198621.0,2009.0,P50CA097186,2002.0,2020.0,2009.0,2009P50CA097186,3233834.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
abiraterone acetate,Drug,Drug,27748439.0,2016.0,P50CA140388,2009.0,2020.0,2016.0,2016P50CA140388,2473384.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
abiraterone acetate,Drug,Drug,27331874.0,2016.0,P50CA140388,2009.0,2020.0,2016.0,2016P50CA140388,2473384.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Drug,27748439.0,2016.0,P50CA140388,2009.0,2020.0,2016.0,2016P50CA140388,2473384.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
abiraterone acetate,Drug,Drug,23752182.0,2013.0,P50CA140388,2009.0,2020.0,2013.0,2013P50CA140388,2498598.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
abiraterone acetate,Drug,Drug,22184395.0,2012.0,P50CA140388,2009.0,2020.0,2012.0,2012P50CA140388,2751213.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
abiraterone acetate,Drug,Drug,29590007.0,2018.0,P50CA180995,2015.0,2019.0,2018.0,2018P50CA180995,2289160.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,22653668.0,2012.0,P50AR055081,2007.0,2012.0,2012.0,2012P50AR055081,538280.0,P50,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,18957719.0,2008.0,P50AR055081,2007.0,2012.0,2008.0,2008P50AR055081,1529714.0,P50,AR,NIAMS,National Institute of Arthritis and Musculoskeletal and Skin Diseases,National Institute of Arthritis and Musculoskeletal and Skin Diseases,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,23775398.0,2013.0,P50CA058236,1999.0,2020.0,2013.0,2013P50CA058236,1432940.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,11668516.0,2001.0,P50CA058236,1999.0,2020.0,2001.0,2001P50CA058236,6224572.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,3.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,16103457.0,2005.0,P50CA069568,1999.0,2013.0,2005.0,2005P50CA069568,3987839.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,21868758.0,2011.0,P50CA090381,2002.0,2017.0,2011.0,2011P50CA090381,2722784.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,21712345.0,2011.0,P50CA090381,2002.0,2017.0,2011.0,2011P50CA090381,2722784.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,19887483.0,2009.0,P50CA090381,2002.0,2017.0,2009.0,2009P50CA090381,3857879.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,3.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,26965516.0,2016.0,P50CA095103,2002.0,2017.0,2016.0,2016P50CA095103,2226152.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,22279565.0,2012.0,P50CA097186,2002.0,2020.0,2012.0,2012P50CA097186,717703.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,21868758.0,2011.0,P50CA097186,2002.0,2020.0,2011.0,2011P50CA097186,2722784.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,21807635.0,2011.0,P50CA097186,2002.0,2020.0,2011.0,2011P50CA097186,2722784.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,20503394.0,2010.0,P50CA097186,2002.0,2020.0,2010.0,2010P50CA097186,3050219.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,18519708.0,2008.0,P50CA097186,2002.0,2020.0,2008.0,2008P50CA097186,3210667.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,26414697.0,2016.0,P50CA093459,2004.0,2014.0,2014.0,2014P50CA093459,2400797.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,26965516.0,2016.0,P50CA127003,2007.0,2020.0,2016.0,2016P50CA127003,2366383.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,28977599.0,2017.0,P50CA180995,2015.0,2019.0,2017.0,2017P50CA180995,2406345.0,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,22057025.0,2012.0,P50AG008702,1999.0,2019.0,2012.0,2012P50AG008702,2901325.0,P50,AG,NIA,National Institute on Aging,National Institute on Aging,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,26718060.0,2016.0,P50HD071836,2014.0,2021.0,2016.0,2016P50HD071836,2122775.0,P50,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,29471436.0,2018.0,P50HD028934,2014.0,2018.0,2018.0,2018P50HD028934,1711481.0,P50,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,26843449.0,2016.0,P50HD028934,2014.0,2018.0,2016.0,2016P50HD028934,1875121.0,P50,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,24379345.0,2014.0,P50HD028934,2014.0,2018.0,2014.0,2014P50HD028934,1980147.0,P50,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,31599939.0,2019.0,P50HD012303,2016.0,2020.0,2019.0,2019P50HD012303,1537303.0,P50,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,3.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,29471436.0,2018.0,P50HD012303,2016.0,2020.0,2018.0,2018P50HD012303,1496025.0,P50,HD,NICHD,National Institute of Child Health and Human Development,National Institute of Child Health and Human Development,2.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,12933687.0,2003.0,P50HL061006,1999.0,2003.0,2003.0,2003P50HL061006,3325020.0,P50,HL,NHLBI,"National Heart, Lung, and Blood Institute","National Heart, Lung, and Blood Institute",1.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,23065845.0,2013.0,P50AT002776,2005.0,2019.0,2013.0,2013P50AT002776,2012096.0,P50,AT,NCCIH,National Center for Complementary and Integrative Health,National Center for Complementary and Integrative Health,4.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,27773742.0,2016.0,P50AT006268,2010.0,2015.0,2015.0,2015P50AT006268,245472.0,P50,AT,NCCIH,National Center for Complementary and Integrative Health,National Center for Complementary and Integrative Health,1.0,Research Program Projects and Centers
CYP17A1,target,Target_Only,26876617.0,2016.0,P50AT006268,2010.0,2015.0,2015.0,2015P50AT006268,245472.0,P50,AT,NCCIH,National Center for Complementary and Integrative Health,National Center for Complementary and Integrative Health,1.0,Research Program Projects and Centers
abiraterone acetate,Drug,Drug,21729712.0,2011.0,R01CA027440,1999.0,2008.0,2008.0,2008R01CA027440,430943.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,21729712.0,2011.0,R01CA027440,1999.0,2008.0,2008.0,2008R01CA027440,430943.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,18790763.0,2008.0,R01CA027440,1999.0,2008.0,2008.0,2008R01CA027440,430943.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,18723482.0,2008.0,R01CA027440,1999.0,2008.0,2008.0,2008R01CA027440,430943.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,30098419.0,2019.0,R01CA039481,1999.0,2020.0,2019.0,2019R01CA039481,345246.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,30098419.0,2019.0,R01CA047282,1999.0,2019.0,2019.0,2019R01CA047282,146865.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,29497605.0,2018.0,R01CA105304,2004.0,2021.0,2018.0,2018R01CA105304,264812.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
abiraterone acetate,Drug,Drug,30098419.0,2019.0,R01CA109874,2005.0,2015.0,2015.0,2015R01CA109874,293191.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,24156780.0,2014.0,R01CA127258,2007.0,2011.0,2011.0,2011R01CA127258,286752.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,23093251.0,2012.0,R01CA129933,2008.0,2021.0,2012.0,2012R01CA129933,426147.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,25047002.0,2014.0,R01CA131226,2008.0,2010.0,2010.0,2010R01CA131226,418277.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,25047002.0,2014.0,R01CA131226,2008.0,2010.0,2010.0,2010R01CA131226,418277.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,24859991.0,2014.0,R01CA127727,2009.0,2013.0,2013.0,2013R01CA127727,342925.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,23322116.0,2013.0,R01CA127727,2009.0,2013.0,2013.0,2013R01CA127727,342925.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,29167276.0,2018.0,R01CA134514,2009.0,2019.0,2018.0,2018R01CA134514,357750.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,29167276.0,2018.0,R01CA134514,2009.0,2019.0,2018.0,2018R01CA134514,357750.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,28473535.0,2017.0,R01CA134514,2009.0,2019.0,2017.0,2017R01CA134514,375421.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,25925891.0,2015.0,R01CA136753,2009.0,2013.0,2013.0,2013R01CA136753,339628.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,26121643.0,2015.0,R01CA138791,2010.0,2014.0,2014.0,2014R01CA138791,401674.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
abiraterone acetate,Drug,Drug,29167276.0,2018.0,R01CA130908,2010.0,2020.0,2018.0,2018R01CA130908,377625.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,29167276.0,2018.0,R01CA130908,2010.0,2020.0,2018.0,2018R01CA130908,377625.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,28473535.0,2017.0,R01CA130908,2010.0,2020.0,2017.0,2017R01CA130908,396277.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,30761385.0,2017.0,R01CA165076,2012.0,2016.0,2016.0,2016R01CA165076,358162.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,32045360.0,2020.0,R01CA172382,2012.0,2021.0,2020.0,2020R01CA172382,359439.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,32045360.0,2020.0,R01CA172382,2012.0,2021.0,2020.0,2020R01CA172382,359439.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,29939161.0,2018.0,R01CA172382,2012.0,2021.0,2018.0,2018R01CA172382,380000.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,29939161.0,2018.0,R01CA172382,2012.0,2021.0,2018.0,2018R01CA172382,380000.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,29049452.0,2018.0,R01CA172382,2012.0,2021.0,2018.0,2018R01CA172382,380000.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,27225130.0,2016.0,R01CA172382,2012.0,2021.0,2016.0,2016R01CA172382,353363.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,24867689.0,2014.0,R01CA172382,2012.0,2021.0,2014.0,2014R01CA172382,358925.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,23592429.0,2013.0,R01CA172382,2012.0,2021.0,2013.0,2013R01CA172382,359202.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,23470964.0,2013.0,R01CA172382,2012.0,2021.0,2013.0,2013R01CA172382,359202.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,26814148.0,2015.0,R01CA165263,2012.0,2016.0,2015.0,2015R01CA165263,358640.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,26814148.0,2015.0,R01CA165263,2012.0,2016.0,2015.0,2015R01CA165263,358640.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,30098419.0,2019.0,R01CA157372,2012.0,2017.0,2017.0,2017R01CA157372,399085.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,25374898.0,2013.0,R01CA180277,2013.0,2016.0,2013.0,2013R01CA180277,320155.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,29069303.0,2018.0,R01CA174777,2013.0,2021.0,2018.0,2018R01CA174777,366539.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,28473535.0,2017.0,R01CA174777,2013.0,2021.0,2017.0,2017R01CA174777,325468.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,24859991.0,2014.0,R01CA174777,2013.0,2021.0,2014.0,2014R01CA174777,343349.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,29939161.0,2018.0,R01CA168899,2013.0,2017.0,2017.0,2017R01CA168899,343044.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,27063554.0,2017.0,R01CA168899,2013.0,2017.0,2017.0,2017R01CA168899,343044.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,29939161.0,2018.0,R01CA168899,2013.0,2017.0,2017.0,2017R01CA168899,343044.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,29049452.0,2018.0,R01CA168899,2013.0,2017.0,2017.0,2017R01CA168899,343044.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,28648378.0,2017.0,R01CA168899,2013.0,2017.0,2017.0,2017R01CA168899,343044.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,27225130.0,2016.0,R01CA168899,2013.0,2017.0,2016.0,2016R01CA168899,357800.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,24867689.0,2014.0,R01CA168899,2013.0,2017.0,2014.0,2014R01CA168899,356753.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,29508246.0,2018.0,R01CA182503,2014.0,2018.0,2018.0,2018R01CA182503,439351.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,31972048.0,2020.0,R01CA184012,2014.0,2018.0,2018.0,2018R01CA184012,261450.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,28473535.0,2017.0,R01CA181648,2014.0,2018.0,2017.0,2017R01CA181648,327250.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,29167276.0,2018.0,R01CA193239,2015.0,2019.0,2018.0,2018R01CA193239,363713.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,29167276.0,2018.0,R01CA193239,2015.0,2019.0,2018.0,2018R01CA193239,363713.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,28473535.0,2017.0,R01CA193239,2015.0,2019.0,2017.0,2017R01CA193239,381678.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,32045360.0,2020.0,R01CA190289,2015.0,2019.0,2019.0,2019R01CA190289,423031.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
CYP17A1,target,Drug,32045360.0,2020.0,R01CA190289,2015.0,2019.0,2019.0,2019R01CA190289,423031.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
abiraterone acetate,Drug,Drug,29939161.0,2018.0,R01CA190289,2015.0,2019.0,2018.0,2018R01CA190289,452067.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
CYP17A1,target,Drug,29939161.0,2018.0,R01CA190289,2015.0,2019.0,2018.0,2018R01CA190289,452067.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
CYP17A1,target,Drug,29049452.0,2018.0,R01CA190289,2015.0,2019.0,2018.0,2018R01CA190289,452067.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
abiraterone acetate,Drug,Drug,27225130.0,2016.0,R01CA190289,2015.0,2019.0,2016.0,2016R01CA190289,396844.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,27063554.0,2017.0,R01CA190289,2015.0,2019.0,2017.0,2017R01CA190289,458522.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
CYP17A1,target,Drug,28648378.0,2017.0,R01CA190289,2015.0,2019.0,2017.0,2017R01CA190289,458522.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
abiraterone acetate,Drug,Drug,29508246.0,2018.0,R01CA193837,2015.0,2021.0,2018.0,2018R01CA193837,468128.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,32989253.0,2020.0,R01CA185297,2015.0,2018.0,2018.0,2018R01CA185297,370575.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,27628492.0,2016.0,R01CA185297,2015.0,2018.0,2016.0,2016R01CA185297,405607.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,27628492.0,2016.0,R01CA185297,2015.0,2018.0,2016.0,2016R01CA185297,405607.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,30217566.0,2018.0,R01CA200787,2016.0,2020.0,2018.0,2018R01CA200787,370575.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,30217566.0,2018.0,R01CA200787,2016.0,2020.0,2018.0,2018R01CA200787,370575.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,29027195.0,2018.0,R01CA196648,2016.0,2020.0,2018.0,2018R01CA196648,363713.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
CYP17A1,target,Drug,29027195.0,2018.0,R01CA196648,2016.0,2020.0,2018.0,2018R01CA196648,363713.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,32203070.0,2020.0,R01CA212097,2017.0,2019.0,2019.0,2019R01CA212097,584421.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2.0,Research Projects
abiraterone acetate,Drug,Drug,29508246.0,2018.0,R01CA208100,2017.0,2020.0,2018.0,2018R01CA208100,483284.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,30098419.0,2019.0,R01CA224769,2018.0,2020.0,2019.0,2019R01CA224769,333979.0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1.0,Research Projects
abiraterone acetate,Drug,Drug,24780050.0,2014.0,R01DK062027,2004.0,2021.0,2014.0,2014R01DK062027,452228.0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1.0,Research Projects
CYP17A1,target,Drug,24780050.0,2014.0,R01DK062027,2004.0,2021.0,2014.0,2014R01DK062027,452228.0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1.0,Research Projects
abiraterone acetate,Drug,Drug,25560485.0,2015.0,R01DK078121,2007.0,2021.0,2015.0,2015R01DK078121,382027.0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1.0,Research Projects
CYP17A1,target,Drug,25560485.0,2015.0,R01DK078121,2007.0,2021.0,2015.0,2015R01DK078121,382027.0,R01,DK,NIDDK,National Institute of Diabetes and Digestive and Kidney Diseases,National Institute of Diabetes and Digestive and Kidney Diseases,1.0,Research Projects
abiraterone acetate,Drug,Drug,29027195.0,2018.0,R01GM028157,1999.0,2019.0,2018.0,2018R01GM028157,419836.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
CYP17A1,target,Drug,29027195.0,2018.0,R01GM028157,1999.0,2019.0,2018.0,2018R01GM028157,419836.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
abiraterone acetate,Drug,Drug,32045360.0,2020.0,R01GM086596,2009.0,2021.0,2020.0,2020R01GM086596,450151.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
CYP17A1,target,Drug,32045360.0,2020.0,R01GM086596,2009.0,2021.0,2020.0,2020R01GM086596,450151.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
abiraterone acetate,Drug,Drug,26862015.0,2017.0,R01GM086596,2009.0,2021.0,2017.0,2017R01GM086596,355294.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
CYP17A1,target,Drug,26862015.0,2017.0,R01GM086596,2009.0,2021.0,2017.0,2017R01GM086596,355294.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
abiraterone acetate,Drug,Drug,24508512.0,2014.0,R01GM086596,2009.0,2021.0,2014.0,2014R01GM086596,384891.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
CYP17A1,target,Drug,25386927.0,2014.0,R01GM086596,2009.0,2021.0,2014.0,2014R01GM086596,384891.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
CYP17A1,target,Drug,25315771.0,2014.0,R01GM086596,2009.0,2021.0,2014.0,2014R01GM086596,384891.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
CYP17A1,target,Drug,24508512.0,2014.0,R01GM086596,2009.0,2021.0,2014.0,2014R01GM086596,384891.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
CYP17A1,target,Drug,24256945.0,2014.0,R01GM086596,2009.0,2021.0,2014.0,2014R01GM086596,384891.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
abiraterone acetate,Drug,Drug,29027195.0,2018.0,R01GM125633,2018.0,2021.0,2018.0,2018R01GM125633,302100.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
CYP17A1,target,Drug,29027195.0,2018.0,R01GM125633,2018.0,2021.0,2018.0,2018R01GM125633,302100.0,R01,GM,NIGMS,National Institute of General Medical Sciences,National Institute of General Medical Sciences,1.0,Research Projects
